sku,barcode,price,active,quantity
7730482000924,7730482000924,365.2,1,0
7730482000917,7730482000917,590.7,1,0
7730482004021,7730482004021,677.6,1,0
7730482001204,7730482001204,949.3,1,0
7730482001211,7730482001211,1131.9,1,0
7730482001334,7730482001334,1653.3,1,2
7730482001266,7730482001266,1653.3,1,0
7730482000795,7730482000795,938.3,1,0
7730482000801,7730482000801,1529,1,0
7730482000771,7730482000771,938.3,1,0
7730482000788,7730482000788,1529,1,1
7730482001662,7730482001662,2146.1,1,0
7730482000894,7730482000894,836,1,11
7730482001426,7730482001426,1139.6,1,2
7730482000900,7730482000900,2146.1,1,0
7730482000443,7730482000443,533.5,1,2
7730482000542,7730482000542,1071.4,1,1
7730482000559,7730482000559,1100,1,0
7730482000276,7730482000276,807.4,1,2
7730482000269,7730482000269,805.2,1,2
7730482000573,7730482000573,606.1,1,5
7730482000580,7730482000580,669.9,1,0
7730482000597,7730482000597,629.2,1,0
7730482005158,7730482005158,411.4,1,5
7730482005165,7730482005165,339.9,1,0
7730482005141,7730482005141,691.9,1,3
7730482005196,7730482005196,214.5,1,4
619,7730482005189,359.975,1,0
7730482000986,7730482000986,660,1,0
7730482000979,7730482000979,915.2,1,0
7730482000160,7730482000160,478.5,1,0
7730482000177,7730482000177,589.6,1,1
7730482004205,7730482004205,414.7,1,0
7730482000672,7730482000672,625.9,1,6
7730482000610,7730482000610,744.7,1,0
7730482000689,7730482000689,744.7,1,0
7730482004168,7730482004168,600.6,1,0
7730482004175,7730482004175,1071.4,1,0
7730482004182,7730482004182,820.6,1,0
7730482004199,7730482004199,1372.8,1,0
7730482000528,7730482000528,232.1,1,0
7730482000535,7730482000535,333.3,1,0
7730482022810,7730482022810,445.5,1,0
7730482000818,7730482000818,235.4,1,24
7730482000238,7730482000238,159.5,1,0
7730482003239,7730482003239,277.2,1,0
7730482003246,7730482003246,372.9,1,8
7730482000245,7730482000245,426.8,1,0
7730482000429,7730482000429,238.7,1,1
7730482001242,7730482001242,1653.3,1,0
7730482000887,7730482000887,1653.3,1,0
7730482001051,7730482001051,1620.3,1,0
7730482001099,7730482001099,1620.3,1,0
7730482005592,7730482005592,512.6,1,0
7730482005424,7730482005424,423.5,1,0
7730482005479,7730482005479,666.6,1,0
7730482005448,7730482005448,974.6,1,1
7730482001570,7730482001570,1900.8,1,0
7730482001600,7730482001600,1900.8,1,0
7730482001556,7730482001556,1900.8,1,0
7730482000733,7730482000733,839.3,1,4
7730482000740,7730482000740,2073.5,1,0
7730482000023,7730482000023,1074.7,1,0
7730482001013,7730482001013,412.5,1,0
7730482001280,7730482001280,2388.1,1,0
7730482001075,7730482001075,9786.7,1,0
7730482001068,7730482001068,514.8,1,0
7730482001228,7730482001228,1668.7,1,0
7730482001273,7730482001273,2092.2,1,0
7730482001143,7730482001143,1064.8,1,0
7730482001389,7730482001389,712.8,1,0
7730482001198,7730482001198,1015.3,1,5
7730482001136,7730482001136,646.8,1,3
7730482001129,7730482001129,596.2,1,0
7730482001150,7730482001150,492.8,1,0
7730482001457,7730482001457,707.3,1,3
7730482001419,7730482001419,609.4,1,4
7730932390667,7730932390667,727.1,1,0
7730932391077,7730932391077,445.5,1,0
7730932391053,7730932391053,711.7,1,0
7730932390926,7730932390926,305.8,1,0
7730932395334,7730932395334,565.4,1,6
6001159116820,6001159116820,393.8,1,8
6001159114222,6001159114222,661.1,1,3
7792850000066,7792850000066,145.2,1,0
7792129000353,7792129000353,240.9,1,0
7792129004009,7792129004009,266.2,1,0
7792129000520,7792129000520,310.2,1,0
7798339190051,7798339190051,90.2,1,6
7791130000079,7791130000079,179.3,1,0
7791130000147,7791130000147,622.6,1,0
7891010005047,7891010005047,1216.6,1,2
7891010020927,7891010020927,755.7,1,2
7792129000346,7792129000346,444.4,1,0
7792129000339,7792129000339,592.9,1,0
7792129002005,7792129002005,1833.7,1,0
7792129002203,7792129002203,556.6,1,0
7730282027220,7730282027220,140.8,1,0
7730282027213,7730282027213,193.6,1,0
7730282026803,7730282026803,140.8,1,0
8002990292139,8002990292139,777.7,1,0
7730970050011,7730970050011,242,1,0
7730970050028,7730970050028,126.5,1,0
7506306233348,7506306233348,156.2,1,0
7791293028781,7791293028781,231,1,3
7506306213081,7506306213081,156.2,1,0
7501056342944,7501056342944,347.6,1,0
7501056342999,7501056342999,564.3,1,0
7891150043282,7891150043282,201.3,1,0
7891150043237,7891150043237,293.7,1,0
7891150053076,7891150053076,278.3,1,0
7891150053120,7891150053120,293.7,1,0
7730755001597,7730755001597,199.1,1,0
7791293035598,7791293035598,188.1,1,0
7791293035581,7791293035581,188.1,1,0
7791293012063,7791293012063,280.5,1,0
7730755000880,7730755000880,182.6,1,0
7891150036390,7891150036390,396,1,0
7891150025929,7891150025929,396,1,0
7891150025950,7891150025950,620.4,1,0
7891150025981,7891150025981,452.1,1,0
7891150035874,7891150035874,325.6,1,0
7891150026025,7891150026025,89.1,1,0
7891150023482,7891150023482,201.3,1,0
7891150037175,7891150037175,322.3,1,0
7891150043251,7891150043251,201.3,1,0
7891150043220,7891150043220,326.7,1,0
7891150053137,7891150053137,310.2,1,0
7891150053083,7891150053083,326.7,1,0
7506306202238,7506306202238,297,1,0
7506306202320,7506306202320,297,1,0
7730755001580,7730755001580,314.6,1,0
7891150013827,7891150013827,256.3,1,0
7891150043879,7891150043879,145.2,1,0
7891150063105,7891150063105,211.2,1,1
7730755002266,7730755002266,332.2,1,0
7891150075382,7891150075382,86.9,1,0
7891150076068,7891150076068,221.1,1,0
7891150076051,7891150076051,416.9,1,2
7898422746827,7898422746827,86.9,1,0
7730165349869,7730165349869,281.6,1,0
7730755000026,7730755000026,445.5,1,0
7730165352814,7730165352814,438.9,1,0
7730165352807,7730165352807,438.9,1,0
7730165352791,7730165352791,438.9,1,0
7791293033181,7791293033181,115.5,1,0
7791293026473,7791293026473,112.2,1,0
7501056326142,7501056326142,751.3,1,0
7501056325442,7501056325442,497.2,1,0
7501056330491,7501056330491,827.2,1,0
7506306216785,7506306216785,827.2,1,0
7506306217683,7506306217683,499.4,1,0
7501056330378,7501056330378,675.4,1,0
7501056324889,7501056324889,751.3,1,0
7506306244184,7506306244184,158.4,1,0
7791293032269,7791293032269,154,1,0
7730755001658,7730755001658,251.9,1,0
7791293022567,7791293022567,248.6,1,0
7730755000866,7730755000866,163.9,1,0
7730755000842,7730755000842,163.9,1,0
7891037012653,7891037012653,161.7,1,4
79400300546,79400300546,471.9,1,0
79400052919,79400052919,471.9,1,3
7891150041271,7891150041271,97.9,1,0
7791293034904,7791293034904,115.5,1,0
7791293034911,7791293034911,191.4,1,0
7791293030913,7791293030913,187,1,0
7791293030968,7791293030968,187,1,0
7791293031866,7791293031866,126.5,1,0
7791293034935,7791293034935,115.5,1,0
7791293034942,7791293034942,213.4,1,0
7791293030807,7791293030807,209,1,0
7791293030814,7791293030814,213.4,1,0
7791293030869,7791293030869,213.4,1,0
7791293031828,7791293031828,161.7,1,0
7891150057654,7891150057654,220,1,0
7730755000934,7730755000934,303.6,1,0
7730755001573,7730755001573,183.7,1,0
7730165353347,7730165353347,226.6,1,0
7730165346592,7730165346592,226.6,1,0
7730165346509,7730165346509,226.6,1,0
7730755000927,7730755000927,297,1,0
7730755000248,7730755000248,911.9,1,0
5011451103856,5011451103856,371.8,1,0
5011451103979,5011451103979,326.7,1,0
7730755000637,7730755000637,286,1,0
7730165349852,7730165349852,335.5,1,0
7730165349838,7730165349838,335.5,1,0
7506306208292,7506306208292,286,1,0
7506306208322,7506306208322,286,1,0
7791293030302,7791293030302,159.5,1,0
7791293027876,7791293027876,339.9,1,0
7791293030210,7791293030210,165,1,0
7791293036397,7791293036397,163.9,1,0
7791293030395,7791293030395,178.2,1,0
7791293027883,7791293027883,339.9,1,0
7791293027869,7791293027869,339.9,1,0
7791293036380,7791293036380,182.6,1,0
7791293022352,7791293022352,36.3,1,0
7791293022369,7791293022369,36.3,1,0
7730165325054,7730165325054,292.6,1,0
7730165329724,7730165329724,292.6,1,0
7891150054783,7891150054783,239.8,1,0
7891150054769,7891150054769,267.3,1,0
7891150054745,7891150054745,273.9,1,0
7891150054776,7891150054776,247.5,1,0
305210134416,305210134416,486.2,1,0
305210041806,305210041806,207.9,1,0
305213077000,305213077000,486.2,1,0
305213091006,305213091006,486.2,1,0
7793640215592,7793640215592,181.5,1,12
7793640215479,7793640215479,199.1,1,41
7730576000625,7730576000625,1403.6,1,0
7793640215523,7793640215523,288.2,1,134
7730576000830,7730576000830,3461.7,1,4
7793640215509,7793640215509,380.6,1,30
7793640002093,7793640002093,547.8,1,12
7793640211273,7793640211273,966.9,1,14
7793640992134,7793640992134,193.6,1,0
7793640215608,7793640215608,1588.4,1,0
7793640216421,7793640216421,755.7,1,2
7793640236399,7793640236399,708.4,1,19
7793640236054,7793640236054,794.2,1,8
7703331104159,7703331104159,9067.3,1,0
7730576000977,7730576000977,15106.3,1,0
7501303484267,7501303484267,1174.8,1,2
7703331106900,7703331106900,1589.5,1,0
7795320051254,7795320051254,1108.8,1,0
7793640047513,7793640047513,511.5,1,10
7793640662907,7793640662907,612.7,1,0
7793640010814,7793640010814,1171.5,1,20
7793640004707,7793640004707,2235.2,1,37
7793640679905,7793640679905,1292.5,1,11
7795320007718,7795320007718,2340.8,1,0
7795320000238,7795320000238,2417.8,1,0
7795320000245,7795320000245,4836.7,1,0
7730576000915,7730576000915,2417.8,1,0
7795320000252,7795320000252,2417.8,1,0
7795320000269,7795320000269,4836.7,1,0
7896116866486,7896116866486,1106.6,1,0
1111690714043,1111690714043,28.6,1,0
7896075702252,7896075702252,462,1,0
7896075701040,7896075701040,237.6,1,4
7896075709244,7896075709244,90.2,1,0
7730621002802,7730621002802,251.9,1,0
7730621676232,7730621676232,71.5,1,0
7730621676263,7730621676263,251.9,1,0
7730621676249,7730621676249,71.5,1,0
7730621002833,7730621002833,251.9,1,0
7730621002819,7730621002819,71.5,1,0
1111690713039,1111690713039,108.9,1,0
1111690711011,1111690711011,89.1,1,0
1111690712025,1111690712025,89.1,1,0
8850217210394,8850217210394,202.4,1,0
7730906340117,7730906340117,478.5,1,0
7795338991870,7795338991870,689.7,1,2
7795338991337,7795338991337,829.4,1,0
7795338991344,7795338991344,1534.5,1,1
7795338992426,7795338992426,469.7,1,0
7795338992433,7795338992433,921.8,1,0
7795338992440,7795338992440,745.8,1,0
7795338992464,7795338992464,1211.1,1,0
7795338992471,7795338992471,1494.9,1,0
7730906340216,7730906340216,734.8,1,0
7730906340223,7730906340223,490.6,1,0
7730906340636,7730906340636,845.9,1,1
7795338992075,7795338992075,1298,1,0
7795338992068,7795338992068,1136.3,1,1
7795338992556,7795338992556,392.7,1,0
7795338992563,7795338992563,759,1,0
7795338992570,7795338992570,1002.1,1,3
7795338995663,7795338995663,833.8,1,0
7795338995687,7795338995687,998.8,1,0
7730906340254,7730906340254,1927.2,1,0
7795338992129,7795338992129,1065.9,1,0
7795338992136,7795338992136,1827.1,1,2
7795338992662,7795338992662,734.8,1,0
7795338992679,7795338992679,1034,1,0
7795338992686,7795338992686,665.5,1,1
7730906340292,7730906340292,436.7,1,0
7795338990996,7795338990996,1488.3,1,0
7795338991276,7795338991276,3259.3,1,0
7795338990989,7795338990989,749.1,1,0
7795338991009,7795338991009,1210,1,0
7730906340469,7730906340469,2039.4,1,3
7795338991320,7795338991320,646.8,1,0
7795338990613,7795338990613,1590.6,1,0
7795338991535,7795338991535,2109.8,1,7
7795338992457,7795338992457,1070.3,1,0
7795338994567,7795338994567,1540,1,0
7795338992853,7795338992853,1263.9,1,2
7795338991573,7795338991573,531.3,1,0
7795338991597,7795338991597,1005.4,1,0
7795338992693,7795338992693,855.8,1,0
7795338992716,7795338992716,1763.3,1,1
7795338992723,7795338992723,869,1,0
7795338992754,7795338992754,1964.6,1,0
7795338992235,7795338992235,1971.2,1,0
7795338992211,7795338992211,561,1,0
7795338992228,7795338992228,1070.3,1,1
7795338992181,7795338992181,689.7,1,0
7795338992198,7795338992198,1104.4,1,0
7795338992204,7795338992204,1266.1,1,3
7795338992846,7795338992846,914.1,1,9
7795338999487,7795338999487,742.5,1,5
7795338992532,7795338992532,413.6,1,4
7795338992549,7795338992549,717.2,1,0
7795338992419,7795338992419,507.1,1,0
7795338992167,7795338992167,894.3,1,0
7795338992518,7795338992518,238.7,1,7
7795338992525,7795338992525,643.5,1,0
7795338992341,7795338992341,449.9,1,0
7795338998749,7795338998749,844.8,1,0
7795338992389,7795338992389,246.4,1,0
7795338992396,7795338992396,401.5,1,0
7795338992327,7795338992327,609.4,1,1
7795338992358,7795338992358,1050.5,1,0
4015630064175,4015630064175,2356.2,1,0
4015630064076,4015630064076,4214.1,1,0
4015630064243,4015630064243,2659.8,1,0
4015630982271,4015630982271,2281.4,1,0
4015630981960,4015630981960,2356.2,1,0
4015630981977,4015630981977,4214.1,1,0
4015630058693,4015630058693,3293.4,1,0
4015630018277,4015630018277,867.9,1,0
4015630018239,4015630018239,1844.7,1,0
4015630936687,4015630936687,3696,1,0
4015630001620,4015630001620,3582.7,1,0
4015630936595,4015630936595,6664.9,1,0
7730941120064,7730941120064,650.1,1,0
7730941121122,7730941121122,445.5,1,0
7730941120927,7730941120927,1511.4,1,0
7730941120842,7730941120842,629.2,1,0
7730941120392,7730941120392,680.9,1,0
7730941120408,7730941120408,695.2,1,0
7730941121191,7730941121191,590.7,1,6
7730941122037,7730941122037,666.6,1,6
7730941122013,7730941122013,722.7,1,0
7730941121429,7730941121429,800.8,1,1
7730941121436,7730941121436,728.2,1,1
7730941120590,7730941120590,240.9,1,0
7730941120576,7730941120576,405.9,1,0
7730941120620,7730941120620,411.4,1,0
7730941122310,7730941122310,1027.4,1,0
7730941122297,7730941122297,704,1,0
7730941120415,7730941120415,541.2,1,0
7730941120422,7730941120422,706.2,1,0
7730941120873,7730941120873,722.7,1,2
7730941120460,7730941120460,502.7,1,3
7730941120644,7730941120644,1320,1,0
7730941121047,7730941121047,203.5,1,0
7730941121115,7730941121115,590.7,1,0
7730941121078,7730941121078,558.8,1,0
7730941121092,7730941121092,558.8,1,0
7730941121207,7730941121207,587.4,1,2
7730941121214,7730941121214,587.4,1,0
7730941121245,7730941121245,508.2,1,0
7730941121221,7730941121221,930.6,1,0
7730941121252,7730941121252,915.2,1,0
7730941121290,7730941121290,597.3,1,0
7730941123751,7730941123751,873.4,1,2
7730941121474,7730941121474,1026.3,1,8
7730941121887,7730941121887,123.2,1,0
7730941121320,7730941121320,111.1,1,0
7730941121030,7730941121030,383.9,1,0
7730941122822,7730941122822,199.1,1,16
7730941122846,7730941122846,1987.7,1,0
7730941122860,7730941122860,3974.3,1,0
7730941121870,7730941121870,264,1,2
7730941121993,7730941121993,291.5,1,0
7730941122969,7730941122969,6414.1,1,0
7730941122921,7730941122921,256.3,1,5
7730941120453,7730941120453,499.4,1,1
7730941120996,7730941120996,776.6,1,0
7730941121009,7730941121009,986.7,1,0
7797991146826,7797991146826,5208.5,1,0
7795318001438,7795318001438,1404.7,1,0
7897337715096,7897337715096,1954.7,1,0
7897337714785,7897337714785,2132.9,1,0
3367729181142,3367729181142,2205.5,1,0
3614272848573,3614272848573,4642,1,0
3367729018981,3367729018981,1771,1,0
3367729202403,3367729202403,3679.5,1,0
3605540418420,3605540418420,3679.5,1,0
3367729571097,3367729571097,3679.5,1,0
3614270274671,3614270274671,3679.5,1,0
3605540501214,3605540501214,2425.5,1,0
3367729017212,3367729017212,1111,1,3
3614270129681,3614270129681,3448.5,1,1
3614272360037,3614272360037,3888.5,1,0
3605540854600,3605540854600,3184.5,1,3
3605540569542,3605540569542,1364,1,0
3614272537385,3614272537385,2491.5,1,0
3614272537439,3614272537439,2491.5,1,0
3614271256201,3614271256201,2502.5,1,2
3605540911518,3605540911518,2508,1,0
3614271256164,3614271256164,2508,1,0
3614271256157,3614271256157,2508,1,0
3605540526712,3605540526712,1980,1,0
3614272688339,3614272688339,6556,1,0
3605540886304,3605540886304,7249,1,0
3614270963186,3614270963186,7738.5,1,0
3360373063680,3360373063680,6908,1,0
3360373063697,3360373063697,3344,1,0
3360373063703,3360373063703,4840,1,0
3360370512044,3360370512044,3245,1,0
3360374507206,3360374507206,4840,1,0
3605521869869,3605521869869,2387,1,0
3360373016358,3360373016358,7909,1,0
3360373016334,3360373016334,3674,1,0
3360373016341,3360373016341,5082,1,0
3614271774989,3614271774989,3135,1,0
3614271775016,3614271775016,5137,1,0
3614271775047,3614271775047,6600,1,0
3360372054559,3360372054559,10598.5,1,0
3360375004056,3360375004056,8085,1,0
3360375010972,3360375010972,10120,1,0
3605522040229,3605522040229,2915,1,0
3605522040281,3605522040281,3850,1,0
3605522040588,3605522040588,4840,1,0
3605521816658,3605521816658,11935,1,0
3605521816580,3605521816580,9174,1,0
3614271994806,3614271994806,9174,1,0
3614271994844,3614271994844,11935,1,0
3360372009436,3360372009436,2189,1,0
3360372050827,3360372050827,2425.5,1,0
3360372009443,3360372009443,3349.5,1,0
3474630412743,3474630412743,646.8,1,0
041554259247,041554259247,1098.9,1,1
3614272161788,3614272161788,2937,1,0
3360370600192,3360370600192,3839,1,0
3360373000159,3360373000159,1925,1,0
3474636482474,3474636482474,1145.1,1,0
3474636482498,3474636482498,2162.6,1,0
3605972414786,3605972414786,6512,1,0
3360377009356,3360377009356,4070,1,0
3360377034587,3360377034587,4290,1,0
3360377032750,3360377032750,6578,1,2
3360377032767,3360377032767,8690,1,0
3605972415882,3605972415882,4449.5,1,0
3605970859251,3605970859251,9900,1,0
3360377022911,3360377022911,6578,1,0
3360377022928,3360377022928,8690,1,0
3605972321831,3605972321831,7227,1,0
3605972321794,3605972321794,9559,1,0
3605970436001,3605970436001,4510,1,0
3605970416089,3605970416089,6908,1,0
3605970416003,3605970416003,9130,1,0
3365440787858,3365440787858,7315,1,0
3365440787919,3365440787919,10296,1,0
3365440787971,3365440787971,13530,1,0
3614272648418,3614272648418,10296,1,0
3614272648425,3614272648425,13530,1,0
7730404014534,7730404014534,767.8,1,0
7730404014558,7730404014558,767.8,1,0
7730404014541,7730404014541,767.8,1,0
7730989311394,7730989311394,674.3,1,0
7730989311400,7730989311400,840.4,1,0
7730989311387,7730989311387,840.4,1,0
7730404015579,7730404015579,1005.4,1,0
7730404015586,7730404015586,1005.4,1,0
7730404016262,7730404016262,1005.4,1,0
7730404015609,7730404015609,1005.4,1,0
7730404007826,7730404007826,752.4,1,0
7730404008564,7730404008564,752.4,1,0
7730404006454,7730404006454,752.4,1,0
7730404008540,7730404008540,752.4,1,0
7730404008557,7730404008557,752.4,1,0
7791274000751,7791274000751,566.5,1,0
7791274190247,7791274190247,361.9,1,0
7791274001956,7791274001956,225.5,1,0
7791274004094,7791274004094,566.5,1,0
7791274197789,7791274197789,654.5,1,0
7791274002823,7791274002823,328.9,1,0
7791274002830,7791274002830,418,1,0
7791274004797,7791274004797,671,1,0
7791274004810,7791274004810,715,1,0
7730404016613,7730404016613,394.9,1,0
7730404004221,7730404004221,489.5,1,0
7730404004207,7730404004207,489.5,1,0
7730404004238,7730404004238,489.5,1,0
7730404008700,7730404008700,300.3,1,0
7730404008694,7730404008694,300.3,1,0
7730404008717,7730404008717,300.3,1,0
7730404008724,7730404008724,300.3,1,0
7730404004245,7730404004245,489.5,1,0
7501011671737,7501011671737,305.8,1,0
7501199408910,7501199408910,282.7,1,0
7501011674264,7501011674264,143,1,0
7501199409702,7501199409702,143,1,0
7501199419527,7501199419527,119.9,1,0
7730404016378,7730404016378,145.2,1,0
7730404016439,7730404016439,277.2,1,0
7730404016545,7730404016545,277.2,1,0
7730404016392,7730404016392,224.4,1,0
7730404016408,7730404016408,224.4,1,0
7730404015371,7730404015371,509.3,1,0
7730404013322,7730404013322,378.4,1,0
7730404013353,7730404013353,585.2,1,0
7730404013315,7730404013315,496.1,1,0
7730404013179,7730404013179,523.6,1,0
7730404013131,7730404013131,378.4,1,0
7730404013117,7730404013117,523.6,1,0
7730404013391,7730404013391,702.9,1,0
7730404013452,7730404013452,787.6,1,0
7730404013834,7730404013834,702.9,1,0
7730404013421,7730404013421,702.9,1,0
7730404013445,7730404013445,721.6,1,0
7730404013476,7730404013476,787.6,1,0
